parfum féminin	1
jasmin	1
parfum féminin	1
rose	1
violette	1
fruité mandarine	1
bonbon à la fleur - parfum féminin	1
fleur d'oranger	1
violette	1
sucré du bonbon	1
citronné	1
parfum féminin	1
agrumes	1
fleur d'oranger	1
lys	1
mandarine	1
parfum féminin	1
mangue	1
ananas	1
sucré du bonbon	1
lys	1
violette	1
parfum féminin	1
sucré du bonbon	1
épicé	1
fleur d'oranger	1
agrumes	1
parfum féminin	1
bonbon très sucré	1
fleur d'oranger	1
jasmin	1
faisander 1
